StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders,AvgUnitPrice
23077,DOUGHNUT LIP GLOSS,10395,13695.77,344,1.345436046511628
22191,IVORY DINER WALL CLOCK,1659,13689.85,500,8.788469184890657
21871,SAVE THE PLANET MUG,11492,13654.89,779,1.7336513994910943
48116,DOORMAT MULTICOLOUR STRIPE,2350,13634.35,257,9.254007782101167
21390,FILIGRIS HEART WITH BUTTERFLY,10937,13552.97,588,1.4604628099173553
22636,CHILDS BREAKFAST SET CIRCUS PARADE,1618,13437.03,489,8.807667342799189
C2,CARRIAGE,268,13426.0,267,50.21722846441948
23356,LOVE HOT WATER BOTTLE,2359,13334.32,476,6.205617283950618
23207,LUNCH BAG ALPHABET DESIGN,7830,13325.55,740,1.9909656084656082
22207,FRYING PAN UNION FLAG,3103,13298.57,480,5.545791666666667
23108,SET OF 10 LED DOLLY LIGHTS,2219,13290.52,372,6.469919571045577
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,10050,13272.39,763,1.6327083333333334
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2841,13269.49,405,4.845672371638142
21098,CHRISTMAS TOILET ROLL,8537,13263.93,596,1.6363474025974025
21704,BAG 250g SWIRLY MARBLES,17175,13235.16,568,0.9764982578397212
21080,SET/20 RED RETROSPOT PAPER NAPKINS,15388,13231.539999999999,1181,1.0804575707154742
22846,BREAD BIN DINER STYLE RED,822,13213.97,344,17.64345930232558
15044A,PINK PAPER PARASOL,4964,13210.85,250,3.5974
48187,DOOR MAT NEW ENGLAND,2023,13201.61,464,7.542844827586207
22356,CHARLOTTE BAG PINK POLKADOT,11219,13172.0,906,1.234386536373507
75049L,LARGE CIRCULAR MIRROR MOBILE,13968,13153.8,344,1.554119318181818
22580,ADVENT CALENDAR GINGHAM SACK,2322,13141.08,495,6.138709677419355
21935,SUKI  SHOULDER BAG,7127,13103.21,921,2.310639913232104
22088,PAPER BUNTING COLOURED LACE,4399,13076.88,619,3.5205271565495204
22553,PLASTERS IN TIN SKULLS,7794,13013.15,1090,1.9017960288808664
22464,HANGING METAL HEART LANTERN,7847,12985.31,784,1.9095220125786163
48129,DOORMAT TOPIARY,2087,12927.53,337,8.565
84988,SET OF 72 PINK HEART PAPER DOILIES,8305,12913.24,1019,2.097966764418377
21906,PHARMACIE FIRST AID TIN,1786,12879.460000000001,424,8.386713615023474
22766,PHOTO FRAME CORNICE,4367,12864.25,640,3.1835038759689924
22655,VINTAGE RED KITCHEN CABINET,76,12845.0,53,186.32075471698113
22838,3 TIER CAKE TIN RED AND CREAM,894,12837.46,263,16.882623574144485
15056P,EDWARDIAN PARASOL PINK,2519,12806.76,382,6.863368146214099
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2384,12764.91,498,7.369304174950297
22584,PACK OF 6 PANNETONE GIFT BOXES,4989,12739.15,571,2.852374350086655
22947,WOODEN ADVENT CALENDAR RED,1011,12704.15,209,14.754761904761905
22303,COFFEE MUG APPLES DESIGN,5439,12701.63,540,2.72731977818854
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,8913,12654.71,880,1.8726793721973094
84997B,CHILDRENS CUTLERY RETROSPOT RED,2907,12604.23,317,5.2348916408668735
22365,DOORMAT RESPECTABLE HOUSE,1950,12524.1,320,9.173187500000001
85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,2977,12491.17,311,6.452172523961662
22616,PACK OF 12 LONDON TISSUES,39147,12460.16,825,0.4251605231866825
21535,RED RETROSPOT SMALL MILK JUG,5057,12456.39,814,2.8246795646916563
62018,SOMBRERO,9567,12450.85,127,1.7956692913385826
22623,BOX OF VINTAGE JIGSAW BLOCKS,2312,12432.28,541,5.667882136279926
22804,CANDLEHOLDER PINK HANGING HEART,4381,12411.64,594,3.1330198019801982
22144,CHRISTMAS CRAFT LITTLE FRIENDS,5134,12382.47,704,2.5934078212290506
47591D,PINK FAIRY CAKE CHILDRENS APRON,6205,12377.5,823,2.3782932692307694
84997C,CHILDRENS CUTLERY POLKADOT BLUE,2847,12366.97,289,5.268088737201365
23174,REGENCY SUGAR BOWL GREEN,3055,12342.43,322,4.795123456790124
21671,RED SPOT CERAMIC DRAWER KNOB,9488,12339.32,727,1.6134520547945204
21156,RETROSPOT CHILDRENS APRON,6631,12324.05,634,2.3205180533751966
22631,CIRCUS PARADE LUNCH BOX,6271,12239.9,662,2.497723214285714
85042,ANTIQUE LILY FAIRY LIGHTS,2685,12234.56,292,4.9809797297297305
22082,RIBBON REEL STRIPES DESIGN,7267,12192.05,957,1.8920799180327867
21080,SET/20 RED SPOTTY PAPER NAPKINS,15688,12185.39,942,0.9671593291404612
22301,COFFEE MUG CAT + BIRD DESIGN,5009,12124.78,643,3.1771007751937983
22192,BLUE DINER WALL CLOCK,1426,12104.8,543,8.901544117647058
21670,BLUE SPOT CERAMIC DRAWER KNOB,8845,12074.4,767,1.6382901554404146
20969,RED FLORAL FELTCRAFT SHOULDER BAG,3237,12066.52,613,4.244845528455285
21937,STRAWBERRY   PICNIC BAG,4100,12038.82,657,3.6050832072617247
84212,"ASSORTED FLOWER COLOUR ""LEIS""",24794,11961.49,277,0.8430935251798561
84987,SET OF 36 TEATIME PAPER DOILIES,8138,11864.15,812,1.8061029411764706
22729,ALARM CLOCK BAKELIKE ORANGE,2999,11864.0,612,4.47391935483871
22488,NATURAL SLATE RECTANGLE CHALKBOARD,6905,11788.06,808,1.9600369913686806
23300,GARDENERS KNEELING PAD CUP OF TEA,6809,11785.99,758,1.9087597911227152
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,2883,11762.93,465,5.06049356223176
20750,RED/WHITE DOT MINI CASES,1622,11748.16,401,7.9983168316831685
22791,T-LIGHT GLASS FLUTED ANTIQUE,9458,11728.689999999999,434,1.5024827586206897
47567B,TEA TIME KITCHEN APRON,2169,11721.99,351,6.269239436619718
22750,FELTCRAFT PRINCESS LOLA DOLL,3125,11697.6,647,4.025092024539878
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2381,11696.64,356,5.995530726256984
21485,RED SPOT HEART HOT WATER BOTTLE,2425,11670.66,455,5.425271149674621
22151,PLACE SETTING WHITE HEART,27562,11609.19,716,0.5367527173913044
21326,AGED GLASS SILVER T-LIGHT HOLDER,17770,11593.86,643,0.8101834862385321
23581,JUMBO BAG PAISLEY PARK,5020,11581.83,338,2.256289855072464
21260,FIRST AID TIN,3512,11564.43,534,3.8146654275092935
22508,DOORSTOP RETROSPOT HEART,2880,11561.95,697,4.388196022727272
22468,BABUSHKA LIGHTS STRING OF 10,1736,11542.6,413,7.8801694915254235
48185,DOOR MAT FAIRY CAKE,1727,11532.31,386,8.239460154241646
22637,PIGGY BANK RETROSPOT,4478,11492.82,598,3.0163272120200335
22663,JUMBO BAG DOLLY GIRL DESIGN,5764,11465.29,688,2.4382778581765554
22649,STRAWBERRY FAIRY CAKE TEAPOT,2286,11462.58,482,5.7680163599182
21172,PARTY METAL SIGN,7685,11382.16,971,1.912512664640324
22367,CHILDRENS APRON SPACEBOY DESIGN,5734,11365.8,846,2.3277620730270905
21429,RED GINGHAM ROSE JEWELLERY BOX,6359,11342.25,997,2.1040532544378694
22988,SOLDIERS EGG CUP,9363,11238.449999999999,446,1.4986474501108646
22844,VINTAGE CREAM DOG FOOD CONTAINER,1181,11199.64,489,10.608028455284552
21922,UNION STRIPE WITH FRINGE  HAMMOCK,1443,11199.18,388,8.857429305912596
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,5785,11184.89,499,2.362924901185771
22968,ROSE COTTAGE KEEPSAKE BOX,1127,11184.82,306,11.719281045751634
47599A,PINK PARTY BAGS,5967,11180.57,369,2.2879892761394105
22795,SWEETHEART RECIPE BOOK STAND,1597,11175.81,498,7.921394422310757
21868,POTTING SHED TEA MUG,9075,11163.64,881,1.6171621621621621
22417,PACK OF 60 SPACEBOY CAKE CASES,21451,11159.9,1103,0.7101066666666667
21735,TWO DOOR CURIO CABINET,853,11112.85,262,15.352824427480916
23170,REGENCY TEA PLATE ROSES,6857,11097.25,445,2.075707865168539
22620,4 TRADITIONAL SPINNING TOPS,8181,11073.449999999999,841,1.572578763127188
22834,HAND WARMER BABUSHKA DESIGN,6792,11072.83,592,2.291513157894737
22768,FAMILY PHOTO FRAME CORNICE,1158,11064.72,354,10.684241573033708
22198,LARGE POPCORN HOLDER,6323,11063.4,554,2.061032028469751
B,Adjust bad debt,1,11062.06,1,11062.06
21155,RED RETROSPOT PEG BAG,4003,11060.2,605,3.0693126022913257
22130,PARTY CONE CHRISTMAS DECORATION,9737,10991.21,424,1.8005092592592593
21844,RED RETROSPOT MUG,3893,10986.43,340,3.266140350877193
22694,WICKER STAR,4893,10958.6,858,2.4002183908045978
21210,SET OF 72 RETRO SPOT PAPER  DOILIES,7671,10949.4,554,1.7337589928057555
20828,GLITTER BUTTERFLY CLIPS,4423,10940.48,607,2.935849358974359
22668,PINK BABY BUNTING,3587,10898.05,579,3.9153886010362697
22667,RECIPE BOX RETROSPOT,3886,10891.7,670,3.0047275405007365
21907,I'M ON HOLIDAY METAL SIGN,5163,10866.22,771,2.2837194337194338
22950,36 DOILIES VINTAGE CHRISTMAS,7851,10823.97,342,1.5666184971098265
37370,RETRO COFFEE MUGS ASSORTED,7145,10821.289999999999,492,5.550721442885772
23209,LUNCH BAG VINTAGE DOILY,6548,10797.0,601,1.8969934640522876
21086,SET/6 RED SPOTTY PAPER CUPS,16658,10781.81,843,0.8944613583138173
21210,SET OF 72 RETROSPOT PAPER  DOILIES,7447,10777.789999999999,607,1.7963382594417077
22274,FELTCRAFT DOLL EMILY,3773,10770.07,656,3.2660060514372162
22904,CALENDAR PAPER CUT DESIGN,3467,10755.05,463,3.3329550321199144
21035,SET/2 RED RETROSPOT TEA TOWELS,3335,10684.21,503,4.400216962524654
21833,CAMOUFLAGE LED TORCH,6239,10681.67,444,2.048943820224719
21624,VINTAGE UNION JACK DOORSTOP,1771,10641.15,403,6.616987654320988
21974,SET OF 36 PAISLEY FLOWER DOILIES,7046,10622.15,808,1.989320987654321
22064,PINK DOUGHNUT TRINKET POT,6606,10592.66,693,2.1429320113314447
21524,DOOR MAT SPOTTY HOME SWEET HOME,1772,10563.06,286,7.803658536585366
48111,DOOR MAT 3 SMILEY CATS,1829,10532.27,284,7.77193661971831
22179,SET 10 LIGHTS NIGHT OWL,1518,10509.880000000001,396,8.223400503778338
23209,LUNCH BAG DOILEY PATTERN,6551,10502.19,492,1.7325754527162975
22302,COFFEE MUG PEARS  DESIGN,4926,10492.45,396,2.723233082706767
22812,PACK 3 BOXES CHRISTMAS PANNETONE,4803,10485.949999999999,438,2.507839643652561
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2610,10467.880000000001,287,4.332379310344828
21121,SET/10 RED POLKADOT PARTY CANDLES,8654,10451.93,485,1.349061224489796
21890,S/6 WOODEN SKITTLES IN COTTON BAG,3489,10451.6,547,3.727256317689531
23208,LUNCH BAG VINTAGE LEAF DESIGN,6308,10441.91,668,1.9362038404726736
22418,10 COLOUR SPACEBOY PEN,12290,10397.33,585,1.015704584040747
21982,PACK OF 12 SUKI TISSUES,32086,10395.88,718,0.45087431693989066
22174,PHOTO CUBE,5122,10374.33,557,2.52070796460177
22992,REVOLVER WOODEN RULER,5233,10373.99,348,2.2714044943820224
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,2719,10339.4,296,4.26976821192053
22725,ALARM CLOCK BAKELIKE CHOCOLATE,2518,10324.92,549,4.72523381294964
22120,WELCOME  WOODEN BLOCK LETTERS,1018,10314.19,367,11.28659400544959
22089,PAPER BUNTING VINTAGE PAISLEY,3506,10303.35,552,3.3832620320855615
48194,DOOR MAT HEARTS,1700,10298.44,316,7.942389937106918
22740,POLKADOT PEN,12049,10293.71,275,1.1078985507246375
20724,RED SPOTTY CHARLOTTE BAG,11534,10231.44,780,1.0489285714285714
22380,TOY TIDY SPACEBOY,4964,10217.66,688,2.4647971014492756
23582,VINTAGE DOILY JUMBO BAG RED,4802,10206.41,259,2.2147709923664123
22748,POPPY'S PLAYHOUSE KITCHEN,4142,10161.4,742,2.4121276595744683
21892,TRADITIONAL WOODEN CATCH CUP GAME,7826,10151.28,818,1.570631704410012
22970,LONDON BUS COFFEE MUG,4334,10140.6,317,2.730219435736677
21033,JUMBO BAG CHARLIE AND LOLA TOYS,4590,10132.11,573,3.3389703315881327
22966,GINGERBREAD MAN COOKIE CUTTER,8219,10131.26,732,1.440776439089692
21781,MA CAMPAGNE CUTLERY BOX,655,10125.72,363,16.549700272479562
84792,ENCHANTED BIRD COATHANGER 5 HOOK,2297,10119.51,519,5.2575623800383875
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,7465,10117.08,511,1.5409441233140655
22381,TOY TIDY PINK POLKADOT,4712,10090.01,589,2.941208053691275
23171,REGENCY TEA PLATE GREEN,6247,10051.99,381,2.128433420365535
85232B,SET/3 RUSSIAN DOLL STACKING TINS,1984,10030.08,385,6.002216494845361
84030E,ENGLISH ROSE HOT WATER BOTTLE,2242,10021.55,531,5.196412639405205
21558,SKULL LUNCH BOX WITH CUTLERY,3909,10014.54,703,3.2565963431786216
21756,BATH BUILDING BLOCK WORD,1612,9944.65,581,6.565616438356165
22327,ROUND SNACK BOXES SET OF 4 SKULLS,3065,9943.55,646,3.8013030303030306
23076,ICE CREAM SUNDAE LIP GLOSS,8076,9935.76,277,1.35028880866426
22131,FOOD CONTAINER SET 3 LOVE HEART,5243,9914.89,692,2.551026722925457
84880,WHITE WIRE EGG HOLDER,1729,9894.99,375,6.7271618037135275
22300,COFFEE MUG DOG + BALL DESIGN,4116,9891.4,526,3.0111320754716977
22429,ENAMEL MEASURING JUG CREAM,2280,9844.039999999999,625,4.822738853503185
20829,GLITTER HANGING BUTTERFLY STRING,4820,9825.02,481,2.4219755600814663
48184,DOOR MAT ENGLISH ROSE,1481,9816.33,325,7.763630769230769
82001S,VINYL RECORD FRAME SILVER,2686,9814.74,218,4.347227272727273
47570B,TEA TIME TABLE CLOTH,981,9791.67,232,12.129017094017094
21488,RED WHITE SCARF  HOT WATER BOTTLE,2384,9784.58,359,4.569120879120879
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,5440,9765.529999999999,736,2.0228301886792455
22745,POPPY'S PLAYHOUSE BEDROOM,3976,9764.64,703,2.482682584269663
79000,MOROCCAN TEA GLASS,11973,9759.91,436,1.3779587155963302
23240,SET OF 4 KNICK KNACK TINS DOILY,2352,9726.48,353,4.541388888888889
85014A,BLACK/BLUE POLKADOT UMBRELLA,1679,9722.53,401,6.66284289276808
22549,PICTURE DOMINOES,6521,9718.41,711,1.8593767313019391
22840,ROUND CAKE TIN VINTAGE RED,1264,9602.6,392,8.261479591836734
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2955,9589.84,703,3.7711456859971717
23175,REGENCY MILK JUG PINK,3160,9587.15,329,3.8787915407854987
85049A,TRADITIONAL CHRISTMAS RIBBONS,6585,9566.02,718,1.5829138166894663
22978,PANTRY ROLLING PIN,2464,9564.98,238,4.3442436974789915
85099B,RED RETROSPOT JUMBO BAG,5417,9563.89,210,2.143490566037736
22381,TOY TIDY PINK RETROSPOT,4553,9529.53,511,2.4802912621359225
82552,WASHROOM METAL SIGN,6955,9527.16,794,1.5468875
35961,FOLKART ZINC HEART CHRISTMAS DEC,11430,9514.78,637,1.1431424148606812
16014,SMALL CHINESE STYLE SCISSOR,29355,9513.1,93,0.39526881720430107
22767,TRIPLE PHOTO FRAME CORNICE,1004,9478.23,295,10.317710437710437
22942,CHRISTMAS LIGHTS 10 SANTAS,1221,9466.41,246,8.545263157894736
21539,RED RETROSPOT BUTTER DISH,1856,9408.77,536,5.834232902033272
21716,BOYS VINTAGE TIN SEASIDE BUCKET,3709,9397.07,496,3.3368737474949897
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2490,9387.29,574,4.142339688041595
21385,IVORY HANGING DECORATION  HEART,10832,9358.94,690,1.0488716502115656
22357,KINGS CHOICE BISCUIT TIN,2073,9352.41,462,5.123658008658009
85049E,SCANDINAVIAN REDS RIBBONS,6584,9346.72,891,1.5995269526952696
84692,BOX OF 24 COCKTAIL PARASOLS,19085,9336.68,1122,0.6297456140350877
22656,VINTAGE BLUE KITCHEN CABINET,45,9290.0,37,214.86486486486487
21658,GLASS  BEURRE DISH,2225,9271.89,519,5.327878787878788
22219,LOVEBIRD HANGING DECORATION WHITE,9771,9270.48,1149,1.1349401709401707
20747,PICCADILLY TEA SET,683,9224.92,108,15.723703703703702
23319,BOX OF 6 MINI 50'S CRACKERS,3720,9219.53,403,2.651167883211679
21745,GAOLERS KEYS DECORATIVE GARDEN,2699,9201.49,486,3.953394308943089
22741,FUNKY DIVA PEN,10652,9173.029999999999,292,1.0997610921501706
22121,NOEL WOODEN BLOCK LETTERS,1481,9167.61,438,6.6425
23318,BOX OF 6 MINI VINTAGE CRACKERS,3809,9162.41,376,2.7416492146596863
23080,RED METAL BOX TOP SECRET,1074,9117.62,257,9.339272030651342
21933,PINK VINTAGE PAISLEY PICNIC BAG,4116,9087.63,625,2.4375316455696203
21777,RECIPE BOX WITH METAL HEART,1126,9075.51,367,9.097527173913043
22195,LARGE HEART MEASURING SPOONS,5043,9005.64,806,2.2512576312576313
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,2043,9001.15,389,5.706071428571429
22989,SET 2 PANTRY DESIGN TEA TOWELS,2811,8999.27,372,3.6862698412698416
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,3553,8987.24,487,3.257576374745417
21985,PACK OF 12 HEARTS DESIGN TISSUES,25523,8972.11,919,0.4081974248927039
22371,AIRLINE BAG VINTAGE TOKYO 78,1828,8936.8,684,5.362751091703057
22141,CHRISTMAS CRAFT TREE TOP ANGEL,3663,8895.21,572,2.595549828178694
23322,LARGE WHITE HEART OF WICKER,3069,8878.21,562,3.1351398601398603
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2331,8867.880000000001,259,4.196301886792453
22333,RETROSPOT PARTY BAG + STICKER SET,5648,8857.32,409,1.8650121065375302
23439,HAND WARMER RED LOVE HEART,3986,8855.51,397,2.2266262135922332
22215,CAKE STAND WHITE TWO TIER LACE,1085,8809.93,359,9.028802228412257
22839,3 TIER CAKE TIN GREEN AND CREAM,566,8794.42,256,18.081206225680933
20718,RED SPOTTY SHOPPER BAG,7058,8763.09,517,1.5206551059730251
84839,SWEETHEART KEY CABINET,1523,8747.05,393,7.216472081218274
20718,RED RETROSPOT SHOPPER BAG,6295,8694.26,696,1.7553934191702432
20974,12 PENCILS SMALL TUBE SKULL,13219,8686.539999999999,822,0.7466
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,2847,8648.49,411,3.46310843373494
22212,FOUR HOOK  WHITE LOVEBIRDS,4024,8642.3,828,2.6206428571428573
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3234,8624.1,662,3.3137987987987993
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,5104,8568.0,532,2.192467771639042
21135,VICTORIAN  METAL POSTCARD SPRING,5985,8567.24,405,2.0081490384615384
22110,BIRD HOUSE HOT WATER BOTTLE,2609,8563.76,512,3.8439885496183206
23082,SET 6 PAPER TABLE LANTERN HEARTS,2328,8558.76,297,4.093564356435643
23078,ICE CREAM PEN LIP GLOSS,6831,8553.34,257,1.4267315175097277
22283,6 EGG HOUSE PAINTED WOOD,1032,8533.09,382,9.60413612565445
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,5272,8532.17,369,2.0303733333333334
23256,CHILDRENS CUTLERY SPACEBOY,2077,8517.67,360,4.469945054945056
21932,SCANDINAVIAN PAISLEY PICNIC BAG,3871,8498.61,649,2.427794793261868
23493,VINTAGE DOILY TRAVEL SEWING KIT,3964,8497.98,415,2.156320754716981
79323LP,LIGHT PINK CHERRY LIGHTS,1433,8481.19,170,6.871764705882353
22079,RIBBON REEL HEARTS DESIGN,5028,8457.84,684,1.9348115942028985
22078,RIBBON REEL LACE DESIGN,3984,8449.94,480,2.4969199178644765
22751,FELTCRAFT PRINCESS OLIVIA DOLL,2264,8445.97,466,4.140936170212766
23321,SMALL WHITE HEART OF WICKER,4716,8438.54,629,1.7480124223602485
48188,DOOR MAT WELCOME PUPPIES,1458,8429.7,270,8.033777777777777
21533,RETRO SPOT LARGE MILK JUG,1687,8420.28,516,5.504386973180076
22358,KINGS CHOICE TEA CADDY,2651,8393.61,605,3.872950819672131
51008,AFGHAN SLIPPER SOCK PAIR,2604,8378.8,80,3.4
22329,ROUND CONTAINER SET OF 5 RETROSPOT,5123,8371.05,607,2.0815901639344263
22628,PICNIC BOXES SET OF 3 RETROSPOT,1744,8367.8,350,5.627806267806268
22689,DOORMAT MERRY CHRISTMAS RED,1092,8366.72,264,9.377509433962263
21411,GINGHAM HEART  DOORSTOP RED,2090,8352.94,624,4.870365659777424
21787,RAIN PONCHO RETROSPOT,10408,8333.11,308,1.0369426751592357
21934,SKULL SHOULDER BAG,4597,8275.22,725,2.1966574965612105
21523,DOOR MAT FANCY FONT HOME SWEET HOME,1178,8238.8,245,8.55326530612245
21874,GIN AND TONIC MUG,6332,8209.17,617,1.814602917341977
85067,CREAM SWEETHEART WALL CABINET,496,8201.99,175,20.3275
21533,RETROSPOT LARGE MILK JUG,1656,8194.59,438,5.393
22055,MINI CAKE STAND  HANGING STRAWBERY,4925,8179.19,724,2.162878179384203
82551,LAUNDRY 15C METAL SIGN,5641,8081.139999999999,751,1.6683046357615894
22796,PHOTO FRAME 3 CLASSIC HANGING,806,8020.45,316,10.424025157232704
22738,RIBBON REEL SNOWY VILLAGE,4447,8012.57,498,2.1882599999999996
21121,SET/10 RED SPOTTY PARTY CANDLES,6561,7990.7699999999995,388,1.3632142857142857
22504,CABIN BAG VINTAGE RETROSPOT,366,7985.03,115,25.72113043478261
21122,SET/10 PINK POLKADOT PARTY CANDLES,6543,7962.62,420,1.3621779859484777
21035,SET/2 RED SPOTTY TEA TOWELS,2659,7960.57,426,3.611655011655012
22592,CARDHOLDER HOLLY WREATH METAL,1980,7956.84,304,4.434281045751634
21115,ROSE CARAVAN DOORSTOP,1247,7955.84,431,7.740046189376444
21769,VINTAGE POST OFFICE CABINET,123,7954.87,48,77.62666666666667
21527,RETRO SPOT TRADITIONAL TEAPOT,1008,7937.910000000001,261,9.134448669201522
21154,RED RETROSPOT OVEN GLOVE,5279,7916.58,564,1.8798606271777003
21116,OWL DOORSTOP,1355,7900.01,534,6.772915887850468
21875,KINGS CHOICE MUG,6818,7882.08,414,1.7020432692307692
22466,FAIRY TALE COTTAGE NIGHTLIGHT,4336,7877.84,279,2.2937722419928823
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,946,7875.33,313,8.88564263322884
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,800,7821.96,260,11.051226053639846
21976,PACK OF 60 MUSHROOM CAKE CASES,14570,7792.37,950,0.7703626943005181
21531,RED RETROSPOT SUGAR JAM BOWL,3152,7791.88,580,2.9704948805460747
84568,GIRLS ALPHABET IRON ON PATCHES,37066,7788.67,310,0.37338709677419357
23238,SET OF 4 KNICK KNACK TINS LONDON,1849,7771.61,274,4.752158273381295
20717,STRAWBERRY SHOPPER BAG,6296,7767.48,757,1.5932549019607842
20685,DOORMAT RED SPOT,1086,7765.42,205,8.040338164251207
23204,CHARLOTTE BAG APPLES DESIGN,7976,7741.94,583,1.1219453924914675
23007,SPACEBOY BABY GIFT SET,498,7741.75,184,15.913423913043477
21110,LARGE CAKE TOWEL PINK SPOTS,1640,7729.37,329,7.420120120120121
22784,LANTERN CREAM GAZEBO,1551,7727.14,369,5.620080428954424
84997A,CHILDRENS CUTLERY POLKADOT GREEN,1829,7701.71,246,5.505934959349593
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3285,7699.25,601,3.087963576158941
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",976,7673.73,272,12.870218181818181
22550,HOLIDAY FUN LUDO,2058,7669.64,425,4.36481220657277
22809,SET OF 6 T-LIGHTS SANTA,2568,7664.72,379,3.3670680628272254
21870,I CAN ONLY PLEASE ONE PERSON MUG,6083,7627.49,630,1.5364826498422712
22528,GARDENERS KNEELING PAD,5824,7623.41,554,1.4907692307692308
22669,RED BABY BUNTING,2386,7613.94,438,3.627551020408163
22493,PAINT YOUR OWN CANVAS SET,4738,7608.12,418,1.8342227378190255
22991,GIRAFFE WOODEN RULER,3887,7604.889999999999,274,2.273655913978495
20685,RED SPOTTY COIR DOORMAT,1174,7563.34,208,7.999951923076923
22588,CARD HOLDER GINGHAM HEART,2747,7559.94,481,3.1043032786885245
22489,PACK OF 12 TRADITIONAL CRAYONS,17916,7548.67,785,0.511937106918239
22349,DOG BOWL CHASING BALL DESIGN,1817,7537.37,230,4.138275862068966
22360,GLASS JAR ENGLISH CONFECTIONERY,2501,7529.6,424,3.779718309859155
22224,WHITE LOVEBIRD LANTERN,2373,7527.94,401,3.6157920792079206
85065,CREAM SWEETHEART TRAYS,620,7524.44,256,13.5696875
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,3765,7523.57,427,2.4215081206496523
85064,CREAM SWEETHEART LETTER RACK,1595,7493.06,279,6.1648028673835125
21463,MIRRORED DISCO BALL,1349,7484.81,302,6.5647350993377485
82580,BATHROOM METAL SIGN,13249,7458.5199999999995,1336,0.7649147516679022
20676,RED RETROSPOT BOWL,5846,7445.51,544,1.6147176684881603
11001,ASSTD DESIGN RACING CAR PEN,4829,7408.65,251,1.8730078125
21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",1500,7404.09,304,6.161862745098039
22945,CHRISTMAS METAL TAGS ASSORTED,7641,7365.7,338,2.2110693641618497
21737,SET 3 WICKER LOG BASKETS,398,7362.66,164,19.868048780487804
